Size,Insertion/Deletion Frequency,Search Randomness,Search Prediction,Data Structure
864,0.144,0.182,11,SEQUENCE
37584,0.783,0.244,473,HASH_MAP
27216,0.567,0.402,130,HASH_MAP
13872,0.289,0.049,47,TREE_MAP
11376,0.948,0.119,77,SINGLY_LINKED_LIST
5856,0.976,0.153,101,HASH_MAP
42288,0.881,0.002,205,HASH_MAP
8016,0.334,0.35,34,HASH_MAP
41808,0.871,0.089,209,HASH_MAP
2064,0.043,0.022,39,HASH_MAP
31824,0.663,0.392,365,TREE_MAP
19824,0.413,0.143,147,SEQUENCE
43248,0.901,0.063,634,HASH_MAP
22704,0.473,0.411,92,HASH_MAP
2352,0.049,0.046,31,HASH_MAP
1392,0.29,0.368,21,SINGLY_LINKED_LIST
5184,0.864,0.015,41,SINGLY_LINKED_LIST
8016,0.167,0.421,117,HASH_MAP
6096,0.508,0.041,76,SINGLY_LINKED_LIST
144,0.15,0.323,1,SINGLY_LINKED_LIST
46512,0.969,0.207,931,HASH_MAP
47568,0.991,0.094,497,SINGLY_LINKED_LIST
24048,0.501,0.174,209,HASH_MAP
4176,0.435,0.053,28,SINGLY_LINKED_LIST
20592,0.429,0.014,312,HASH_MAP
46992,0.979,0.209,417,SINGLY_LINKED_LIST
1968,0.164,0.429,13,SINGLY_LINKED_LIST
22704,0.946,0.452,456,TREE_MAP
12816,0.267,0.349,255,SEQUENCE
29712,0.619,0.463,365,HASH_MAP
1968,0.205,0.325,39,HASH_MAP
3504,0.073,0.288,45,TREE_MAP
144,0.06,0.129,0,SINGLY_LINKED_LIST
26832,0.559,0.436,182,HASH_MAP
18768,0.391,0.255,337,HASH_MAP
6288,0.655,0.081,96,SINGLY_LINKED_LIST
11664,0.486,0.227,225,HASH_MAP
624,0.013,0.273,7,SINGLY_LINKED_LIST
1008,0.042,0.196,4,HASH_MAP
4272,0.178,0.459,20,TREE_MAP
13104,0.546,0.293,170,SINGLY_LINKED_LIST
6288,0.524,0.199,10,HASH_MAP
20592,0.429,0.3,70,SEQUENCE
576,0.096,0.244,2,SINGLY_LINKED_LIST
576,0.096,0.135,2,SEQUENCE
1776,0.148,0.396,30,SINGLY_LINKED_LIST
45264,0.943,0.193,298,SINGLY_LINKED_LIST
20496,0.427,0.12,114,SINGLY_LINKED_LIST
43728,0.911,0.13,516,SINGLY_LINKED_LIST
5424,0.565,0.333,1,HASH_MAP
22224,0.926,0.353,95,TREE_MAP
8304,0.692,0.356,88,HASH_MAP
4176,0.174,0.383,83,HASH_MAP
2352,0.196,0.192,28,SINGLY_LINKED_LIST
8304,0.173,0.279,120,HASH_MAP
9552,0.796,0.392,63,SINGLY_LINKED_LIST
33648,0.701,0.068,417,HASH_MAP
912,0.475,0.236,0,SINGLY_LINKED_LIST
18576,0.774,0.1,71,SINGLY_LINKED_LIST
14832,0.309,0.384,20,TREE_MAP
6864,0.715,0.373,93,HASH_MAP
23184,0.966,0.329,12,HASH_MAP
44688,0.931,0.429,298,SINGLY_LINKED_LIST
1584,0.264,0.189,17,SINGLY_LINKED_LIST
29232,0.609,0.35,157,SINGLY_LINKED_LIST
15024,0.313,0.097,63,HASH_MAP
624,0.065,0.187,12,SINGLY_LINKED_LIST
28656,0.597,0.377,373,SEQUENCE
576,0.096,0.026,3,SEQUENCE
1776,0.074,0.401,25,SEQUENCE
8592,0.179,0.309,117,HASH_MAP
5232,0.872,0.216,82,SINGLY_LINKED_LIST
27408,0.571,0.449,307,SEQUENCE
27504,0.573,0.278,376,HASH_MAP
2448,0.408,0.248,18,SINGLY_LINKED_LIST
2352,0.245,0.263,37,SEQUENCE
2928,0.061,0.217,57,HASH_MAP
10992,0.916,0.248,133,SINGLY_LINKED_LIST
11664,0.972,0.068,10,SINGLY_LINKED_LIST
23952,0.998,0.126,206,HASH_MAP
33264,0.693,0.426,40,SINGLY_LINKED_LIST
3312,0.138,0.303,21,SINGLY_LINKED_LIST
1296,0.54,0.248,3,SINGLY_LINKED_LIST
8112,0.676,0.348,135,HASH_MAP
47472,0.989,0.308,558,TREE_MAP
43824,0.913,0.44,676,HASH_MAP
9744,0.406,0.456,22,SINGLY_LINKED_LIST
6576,0.685,0.419,17,SINGLY_LINKED_LIST
4272,0.089,0.104,53,SEQUENCE
2064,0.172,0.457,35,HASH_MAP
44976,0.937,0.092,459,TREE_MAP
33744,0.703,0.375,660,TREE_MAP
32016,0.667,0.371,344,HASH_MAP
34704,0.723,0.069,101,SINGLY_LINKED_LIST
1968,0.41,0.046,1,SINGLY_LINKED_LIST
33744,0.703,0.361,211,HASH_MAP
2256,0.47,0.469,7,SINGLY_LINKED_LIST
17424,0.363,0.31,94,HASH_MAP
10128,0.211,0.024,210,TREE_MAP
912,0.038,0.433,18,TREE_MAP
8016,0.334,0.145,139,TREE_MAP
24528,0.511,0.327,180,HASH_MAP
41328,0.861,0.4,211,HASH_MAP
31728,0.661,0.417,82,SINGLY_LINKED_LIST
7536,0.785,0.268,44,SINGLY_LINKED_LIST
10128,0.211,0.104,195,HASH_MAP
864,0.144,0.243,0,SINGLY_LINKED_LIST
17904,0.746,0.099,325,SEQUENCE
16176,0.674,0.341,22,SINGLY_LINKED_LIST
42864,0.893,0.289,226,SINGLY_LINKED_LIST
1008,0.168,0.442,14,SEQUENCE
7536,0.157,0.005,37,TREE_MAP
17808,0.742,0.174,43,HASH_MAP
96,0.08,0.402,0,SINGLY_LINKED_LIST
37392,0.779,0.026,407,SINGLY_LINKED_LIST
2832,0.118,0.276,58,HASH_MAP
8304,0.865,0.364,162,SINGLY_LINKED_LIST
7632,0.795,0.039,22,SINGLY_LINKED_LIST
624,0.65,0.104,9,SINGLY_LINKED_LIST
40656,0.847,0.026,709,HASH_MAP
19056,0.397,0.335,316,SEQUENCE
3072,0.512,0.076,9,SEQUENCE
2832,0.59,0.305,59,SEQUENCE
23568,0.491,0.076,155,SINGLY_LINKED_LIST
9456,0.788,0.205,144,SINGLY_LINKED_LIST
29424,0.613,0.12,93,HASH_MAP
40656,0.847,0.042,167,HASH_MAP
31344,0.653,0.183,340,HASH_MAP
46128,0.961,0.384,698,TREE_MAP
9168,0.955,0.249,136,HASH_MAP
144,0.006,0.413,3,HASH_MAP
3696,0.308,0.023,59,SINGLY_LINKED_LIST
624,0.52,0.16,11,SINGLY_LINKED_LIST
3552,0.592,0.004,34,SINGLY_LINKED_LIST
8496,0.177,0.127,5,SINGLY_LINKED_LIST
4032,0.672,0.425,67,HASH_MAP
3984,0.664,0.059,42,SINGLY_LINKED_LIST
7536,0.628,0.082,33,SINGLY_LINKED_LIST
4176,0.087,0.074,34,HASH_MAP
42576,0.887,0.429,642,HASH_MAP
4128,0.688,0.327,68,SEQUENCE
4752,0.495,0.365,53,SINGLY_LINKED_LIST
2736,0.456,0.154,32,SINGLY_LINKED_LIST
8592,0.179,0.303,131,TREE_MAP
6768,0.564,0.157,4,SINGLY_LINKED_LIST
11856,0.988,0.141,50,SINGLY_LINKED_LIST
40944,0.853,0.168,183,HASH_MAP
8688,0.724,0.401,24,HASH_MAP
8496,0.354,0.443,33,HASH_MAP
3888,0.81,0.066,12,SINGLY_LINKED_LIST
30672,0.639,0.021,384,HASH_MAP
3312,0.276,0.181,26,HASH_MAP
3312,0.69,0.471,15,SINGLY_LINKED_LIST
17904,0.373,0.282,83,SINGLY_LINKED_LIST
5328,0.888,0.309,79,SINGLY_LINKED_LIST
45264,0.943,0.009,195,SINGLY_LINKED_LIST
10608,0.884,0.153,165,SEQUENCE
6288,0.131,0.188,40,HASH_MAP
4464,0.93,0.396,90,SINGLY_LINKED_LIST
10992,0.458,0.445,137,SINGLY_LINKED_LIST
144,0.6,0.368,1,SEQUENCE
1872,0.78,0.222,12,SINGLY_LINKED_LIST
32016,0.667,0.293,526,TREE_MAP
13392,0.279,0.341,100,HASH_MAP
26352,0.549,0.387,318,HASH_MAP
7056,0.147,0.475,25,SINGLY_LINKED_LIST
3984,0.332,0.331,27,SEQUENCE
6768,0.564,0.103,95,SINGLY_LINKED_LIST
22224,0.463,0.103,462,HASH_MAP
10032,0.418,0.442,27,SINGLY_LINKED_LIST
8592,0.358,0.312,8,HASH_MAP
22992,0.479,0.309,450,SEQUENCE
576,0.48,0.279,6,SINGLY_LINKED_LIST
2112,0.352,0.441,6,SINGLY_LINKED_LIST
624,0.26,0.16,4,SINGLY_LINKED_LIST
4464,0.093,0.43,87,HASH_MAP
4896,0.816,0.25,61,SEQUENCE
336,0.035,0.218,3,SEQUENCE
336,0.035,0.33,5,SINGLY_LINKED_LIST
1488,0.062,0.419,2,SINGLY_LINKED_LIST
4944,0.515,0.245,94,SINGLY_LINKED_LIST
8016,0.835,0.244,164,SINGLY_LINKED_LIST
3408,0.71,0.412,37,SEQUENCE
47856,0.997,0.081,696,SINGLY_LINKED_LIST
5712,0.595,0.374,87,HASH_MAP
10608,0.442,0.382,10,HASH_MAP
11952,0.498,0.097,56,SINGLY_LINKED_LIST
21936,0.457,0.444,214,SEQUENCE
912,0.76,0.107,8,SINGLY_LINKED_LIST
18288,0.762,0.004,8,TREE_MAP
8688,0.905,0.132,35,SINGLY_LINKED_LIST
45456,0.947,0.208,268,HASH_MAP
7824,0.815,0.144,98,SINGLY_LINKED_LIST
43728,0.911,0.272,442,HASH_MAP
29328,0.611,0.188,392,HASH_MAP
9264,0.965,0.191,7,SINGLY_LINKED_LIST
96,0.08,0.176,2,SINGLY_LINKED_LIST
27696,0.577,0.338,499,HASH_MAP
6768,0.282,0.258,105,HASH_MAP
1968,0.205,0.191,18,SINGLY_LINKED_LIST
9552,0.796,0.092,85,SINGLY_LINKED_LIST
5328,0.111,0.117,56,HASH_MAP
14448,0.602,0.171,274,HASH_MAP
24432,0.509,0.383,88,SINGLY_LINKED_LIST
4944,0.515,0.35,34,SEQUENCE
11664,0.972,0.096,39,SINGLY_LINKED_LIST
6576,0.274,0.251,28,HASH_MAP
43632,0.909,0.463,78,HASH_MAP
2544,0.053,0.183,20,HASH_MAP
21648,0.902,0.464,185,SINGLY_LINKED_LIST
5136,0.107,0.053,13,HASH_MAP
12432,0.259,0.152,98,HASH_MAP
2736,0.57,0.021,35,SINGLY_LINKED_LIST
48,0.5,0.316,0,SINGLY_LINKED_LIST
35952,0.749,0.061,244,HASH_MAP
5904,0.246,0.111,45,TREE_MAP
5136,0.428,0.429,46,SINGLY_LINKED_LIST
23472,0.489,0.127,369,HASH_MAP
7728,0.322,0.325,64,SINGLY_LINKED_LIST
528,0.088,0.375,1,SINGLY_LINKED_LIST
43248,0.901,0.042,306,HASH_MAP
22512,0.938,0.046,356,SINGLY_LINKED_LIST
8112,0.169,0.064,147,HASH_MAP
3888,0.648,0.061,14,SINGLY_LINKED_LIST
34704,0.723,0.097,10,HASH_MAP
31728,0.661,0.198,214,SINGLY_LINKED_LIST
4464,0.186,0.169,11,HASH_MAP
2448,0.255,0.114,14,SINGLY_LINKED_LIST
10992,0.916,0.394,84,TREE_MAP
13488,0.562,0.039,157,SINGLY_LINKED_LIST
2544,0.106,0.142,3,HASH_MAP
1392,0.58,0.245,20,SINGLY_LINKED_LIST
16656,0.694,0.061,143,SINGLY_LINKED_LIST
21072,0.878,0.116,412,HASH_MAP
10704,0.446,0.28,139,SINGLY_LINKED_LIST
336,0.056,0.259,7,SEQUENCE
39984,0.833,0.001,505,HASH_MAP
41424,0.863,0.432,313,HASH_MAP
22032,0.459,0.149,196,TREE_MAP
9456,0.985,0.285,126,SINGLY_LINKED_LIST
18288,0.762,0.417,366,TREE_MAP
26832,0.559,0.369,187,TREE_MAP
9456,0.788,0.435,54,SINGLY_LINKED_LIST
20304,0.423,0.401,68,SEQUENCE
11664,0.243,0.365,227,HASH_MAP
5232,0.872,0.229,55,SINGLY_LINKED_LIST
45648,0.951,0.447,486,SINGLY_LINKED_LIST
3312,0.069,0.345,58,SEQUENCE
20976,0.874,0.303,362,HASH_MAP
8784,0.183,0.174,24,HASH_MAP
21552,0.898,0.045,315,SINGLY_LINKED_LIST
3024,0.063,0.066,21,TREE_MAP
19824,0.826,0.27,61,SINGLY_LINKED_LIST
816,0.017,0.279,7,SEQUENCE
24144,0.503,0.163,225,SEQUENCE
39024,0.813,0.067,461,HASH_MAP
15504,0.323,0.13,181,SEQUENCE
11472,0.478,0.287,131,HASH_MAP
2928,0.488,0.076,8,SINGLY_LINKED_LIST
4464,0.465,0.048,7,SINGLY_LINKED_LIST
528,0.011,0.297,6,HASH_MAP
624,0.13,0.151,1,SEQUENCE
17328,0.722,0.133,171,SINGLY_LINKED_LIST
42192,0.879,0.316,319,HASH_MAP
37296,0.777,0.102,19,SINGLY_LINKED_LIST
43824,0.913,0.211,97,HASH_MAP
48,0.5,0.426,0,SINGLY_LINKED_LIST
4656,0.485,0.343,81,HASH_MAP
2736,0.114,0.305,14,SINGLY_LINKED_LIST
4272,0.356,0.476,80,SINGLY_LINKED_LIST
33552,0.699,0.386,308,HASH_MAP
2832,0.236,0.293,43,SINGLY_LINKED_LIST
32976,0.687,0.031,601,HASH_MAP
15984,0.333,0.221,37,SEQUENCE
31824,0.663,0.278,289,HASH_MAP
1104,0.23,0.179,10,SINGLY_LINKED_LIST
7248,0.302,0.343,75,HASH_MAP
23664,0.986,0.017,158,TREE_MAP
144,0.003,0.004,3,SEQUENCE
41232,0.859,0.232,730,SINGLY_LINKED_LIST
816,0.425,0.332,15,SINGLY_LINKED_LIST
40752,0.849,0.409,435,TREE_MAP
1584,0.165,0.292,12,TREE_MAP
10224,0.213,0.347,59,SEQUENCE
27216,0.567,0.369,83,SEQUENCE
2928,0.488,0.368,60,TREE_MAP
40464,0.843,0.186,646,HASH_MAP
3696,0.77,0.34,30,SINGLY_LINKED_LIST
2064,0.43,0.329,20,SINGLY_LINKED_LIST
3696,0.385,0.157,38,SINGLY_LINKED_LIST
14064,0.586,0.28,181,SINGLY_LINKED_LIST
15216,0.317,0.239,247,HASH_MAP
24816,0.517,0.292,362,HASH_MAP
18096,0.754,0.459,29,SEQUENCE
32688,0.681,0.113,60,HASH_MAP
20016,0.834,0.089,349,SEQUENCE
8592,0.895,0.349,175,HASH_MAP
3024,0.063,0.099,30,TREE_MAP
14928,0.311,0.231,59,HASH_MAP
7632,0.318,0.073,91,SINGLY_LINKED_LIST
384,0.32,0.451,0,SINGLY_LINKED_LIST
13968,0.582,0.07,252,TREE_MAP
5328,0.555,0.186,51,SINGLY_LINKED_LIST
30192,0.629,0.231,273,HASH_MAP
10608,0.442,0.444,58,SINGLY_LINKED_LIST
48,0.001,0.129,1,SEQUENCE
42192,0.879,0.345,660,SINGLY_LINKED_LIST
36816,0.767,0.258,101,HASH_MAP
12624,0.263,0.416,167,TREE_MAP
13584,0.566,0.067,9,SINGLY_LINKED_LIST
10608,0.884,0.46,215,HASH_MAP
624,0.325,0.427,7,SINGLY_LINKED_LIST
624,0.325,0.478,13,SINGLY_LINKED_LIST
6672,0.695,0.262,131,SINGLY_LINKED_LIST
9264,0.386,0.344,42,SINGLY_LINKED_LIST
14256,0.594,0.147,217,HASH_MAP
5424,0.904,0.312,31,SINGLY_LINKED_LIST
15792,0.329,0.272,310,SEQUENCE
22704,0.946,0.347,71,HASH_MAP
8496,0.708,0.444,170,SINGLY_LINKED_LIST
22032,0.918,0.271,235,HASH_MAP
3936,0.656,0.094,17,SINGLY_LINKED_LIST
3696,0.308,0.292,44,SINGLY_LINKED_LIST
24624,0.513,0.363,76,TREE_MAP
46992,0.979,0.003,952,HASH_MAP
4032,0.672,0.437,5,SINGLY_LINKED_LIST
576,0.096,0.345,3,SINGLY_LINKED_LIST
46992,0.979,0.199,586,HASH_MAP
336,0.35,0.027,0,SINGLY_LINKED_LIST
11952,0.249,0.143,169,TREE_MAP
15504,0.646,0.387,63,HASH_MAP
3504,0.073,0.373,7,SEQUENCE
6576,0.548,0.452,129,HASH_MAP
4224,0.704,0.162,3,HASH_MAP
2448,0.51,0.196,27,SEQUENCE
41616,0.867,0.062,39,HASH_MAP
20304,0.423,0.088,164,SEQUENCE
5232,0.218,0.105,38,HASH_MAP
31632,0.659,0.29,547,HASH_MAP
1584,0.066,0.36,19,SINGLY_LINKED_LIST
43248,0.901,0.407,771,HASH_MAP
1008,0.21,0.369,7,SINGLY_LINKED_LIST
13968,0.582,0.432,2,SINGLY_LINKED_LIST
32784,0.683,0.218,55,HASH_MAP
3312,0.345,0.182,57,HASH_MAP
11568,0.482,0.191,98,SEQUENCE
1104,0.115,0.385,4,SINGLY_LINKED_LIST
3888,0.405,0.415,14,SINGLY_LINKED_LIST
18768,0.391,0.333,224,SEQUENCE
1488,0.124,0.175,21,SEQUENCE
1776,0.74,0.15,9,SEQUENCE
144,0.012,0.09,3,SINGLY_LINKED_LIST
432,0.45,0.124,6,SINGLY_LINKED_LIST
9072,0.189,0.24,99,HASH_MAP
9264,0.193,0.398,155,HASH_MAP
8208,0.684,0.174,18,SINGLY_LINKED_LIST
10896,0.454,0.392,51,SINGLY_LINKED_LIST
19248,0.401,0.033,252,HASH_MAP
48,0.02,0.235,1,SINGLY_LINKED_LIST
7344,0.765,0.315,80,SINGLY_LINKED_LIST
34224,0.713,0.289,687,HASH_MAP
18576,0.387,0.358,230,SEQUENCE
2736,0.057,0.059,14,HASH_MAP
3264,0.544,0.266,26,SEQUENCE
4272,0.445,0.345,47,SEQUENCE
20496,0.427,0.303,183,HASH_MAP
41136,0.857,0.256,772,HASH_MAP
21552,0.449,0.278,266,HASH_MAP
144,0.06,0.474,2,SINGLY_LINKED_LIST
25008,0.521,0.232,164,TREE_MAP
144,0.15,0.185,3,SINGLY_LINKED_LIST
144,0.06,0.395,1,SEQUENCE
9072,0.189,0.096,45,HASH_MAP
10224,0.213,0.102,169,TREE_MAP
11184,0.466,0.442,59,HASH_MAP
5472,0.912,0.068,47,HASH_MAP
14352,0.598,0.019,217,SINGLY_LINKED_LIST
18096,0.754,0.066,221,TREE_MAP
21648,0.902,0.054,123,SINGLY_LINKED_LIST
3888,0.081,0.302,42,SEQUENCE
30672,0.639,0.029,31,HASH_MAP
11568,0.482,0.085,195,TREE_MAP
9168,0.382,0.464,38,SINGLY_LINKED_LIST
31056,0.647,0.262,59,HASH_MAP
2832,0.295,0.02,21,TREE_MAP
1056,0.176,0.338,2,SINGLY_LINKED_LIST
40464,0.843,0.229,737,HASH_MAP
4272,0.445,0.146,18,SINGLY_LINKED_LIST
38064,0.793,0.462,308,SINGLY_LINKED_LIST
17616,0.367,0.077,142,SEQUENCE
10896,0.454,0.452,141,TREE_MAP
624,0.052,0.407,3,SINGLY_LINKED_LIST
10512,0.876,0.388,98,SINGLY_LINKED_LIST
3216,0.134,0.389,7,HASH_MAP
22224,0.926,0.421,363,SEQUENCE
6096,0.635,0.14,88,SEQUENCE
3264,0.544,0.368,17,HASH_MAP
1056,0.176,0.423,19,TREE_MAP
30096,0.627,0.403,164,HASH_MAP
3408,0.071,0.14,30,SINGLY_LINKED_LIST
4992,0.832,0.17,56,SINGLY_LINKED_LIST
3504,0.146,0.179,9,TREE_MAP
3696,0.77,0.056,6,SINGLY_LINKED_LIST
48,0.004,0.477,1,SINGLY_LINKED_LIST
7824,0.326,0.313,62,HASH_MAP
25392,0.529,0.382,485,HASH_MAP
144,0.012,0.335,3,TREE_MAP
23184,0.966,0.363,18,TREE_MAP
22512,0.938,0.223,232,SINGLY_LINKED_LIST
3888,0.324,0.452,68,SEQUENCE
21936,0.457,0.015,356,SEQUENCE
4752,0.792,0.303,30,SINGLY_LINKED_LIST
1968,0.328,0.394,30,TREE_MAP
20304,0.423,0.074,202,HASH_MAP
912,0.019,0.133,19,SEQUENCE
2448,0.204,0.364,26,HASH_MAP
10608,0.884,0.126,109,SINGLY_LINKED_LIST
336,0.28,0.055,0,SINGLY_LINKED_LIST
10128,0.422,0.014,1,SINGLY_LINKED_LIST
912,0.475,0.145,12,SINGLY_LINKED_LIST
14736,0.614,0.397,106,HASH_MAP
528,0.022,0.469,9,SINGLY_LINKED_LIST
19056,0.397,0.458,165,TREE_MAP
4848,0.101,0.183,57,TREE_MAP
17232,0.359,0.093,117,TREE_MAP
8304,0.173,0.006,122,TREE_MAP
384,0.064,0.107,6,SINGLY_LINKED_LIST
4848,0.404,0.139,19,HASH_MAP
26928,0.561,0.473,372,HASH_MAP
6672,0.278,0.426,110,HASH_MAP
40752,0.849,0.174,262,HASH_MAP
1584,0.033,0.243,7,HASH_MAP
47376,0.987,0.431,680,SINGLY_LINKED_LIST
4368,0.91,0.386,89,SINGLY_LINKED_LIST
3024,0.63,0.382,58,SEQUENCE
16464,0.343,0.308,40,TREE_MAP
11184,0.932,0.242,209,HASH_MAP
18096,0.754,0.303,278,TREE_MAP
23088,0.962,0.111,211,SINGLY_LINKED_LIST
11472,0.239,0.305,114,SINGLY_LINKED_LIST
39312,0.819,0.107,463,HASH_MAP
12912,0.269,0.427,101,SEQUENCE
5808,0.121,0.392,86,SEQUENCE
10128,0.422,0.319,168,TREE_MAP
35952,0.749,0.039,29,SINGLY_LINKED_LIST
2064,0.086,0.092,42,HASH_MAP
1104,0.46,0.189,5,SINGLY_LINKED_LIST
34608,0.721,0.4,411,TREE_MAP
3216,0.134,0.124,51,HASH_MAP
1776,0.925,0.146,21,SINGLY_LINKED_LIST
6288,0.262,0.256,68,SINGLY_LINKED_LIST
38256,0.797,0.081,645,HASH_MAP
14832,0.618,0.465,253,HASH_MAP
1296,0.054,0.214,25,SEQUENCE
38256,0.797,0.407,423,HASH_MAP
36336,0.757,0.186,235,HASH_MAP
14928,0.311,0.438,85,HASH_MAP
47376,0.987,0.127,225,SINGLY_LINKED_LIST
20304,0.423,0.296,268,HASH_MAP
25392,0.529,0.37,28,HASH_MAP
24624,0.513,0.199,203,TREE_MAP
41424,0.863,0.141,587,HASH_MAP
23952,0.499,0.262,57,SINGLY_LINKED_LIST
25584,0.533,0.097,326,SEQUENCE
48,0.002,0.051,1,HASH_MAP
4848,0.404,0.255,18,SINGLY_LINKED_LIST
2832,0.472,0.366,44,SINGLY_LINKED_LIST
21936,0.914,0.345,454,HASH_MAP
21168,0.441,0.321,146,SINGLY_LINKED_LIST
7152,0.745,0.0,109,SINGLY_LINKED_LIST
23088,0.962,0.4,281,SINGLY_LINKED_LIST
40368,0.841,0.199,699,SINGLY_LINKED_LIST
40368,0.841,0.201,706,HASH_MAP
3216,0.67,0.205,56,SEQUENCE
19248,0.802,0.476,260,TREE_MAP
3696,0.385,0.367,64,SINGLY_LINKED_LIST
14064,0.586,0.189,35,HASH_MAP
6288,0.131,0.063,90,SINGLY_LINKED_LIST
19632,0.818,0.157,182,TREE_MAP
1776,0.037,0.469,26,HASH_MAP
1104,0.92,0.164,7,SINGLY_LINKED_LIST
2544,0.265,0.326,20,SINGLY_LINKED_LIST
4368,0.091,0.012,77,HASH_MAP
11088,0.924,0.252,176,SINGLY_LINKED_LIST
7632,0.159,0.193,42,HASH_MAP
4416,0.736,0.199,10,SINGLY_LINKED_LIST
37776,0.787,0.003,496,HASH_MAP
5472,0.912,0.09,59,SEQUENCE
5664,0.944,0.241,83,SINGLY_LINKED_LIST
4848,0.404,0.323,68,SINGLY_LINKED_LIST
6672,0.139,0.192,70,HASH_MAP
17424,0.363,0.465,120,HASH_MAP
10512,0.876,0.335,91,SINGLY_LINKED_LIST
17712,0.738,0.271,152,HASH_MAP
4224,0.704,0.354,12,SINGLY_LINKED_LIST
13392,0.279,0.413,227,TREE_MAP
30864,0.643,0.416,51,HASH_MAP
3984,0.332,0.409,76,HASH_MAP
7152,0.298,0.275,25,TREE_MAP
1296,0.108,0.463,16,SINGLY_LINKED_LIST
6576,0.685,0.443,18,SINGLY_LINKED_LIST
46224,0.963,0.184,298,HASH_MAP
10992,0.458,0.035,104,HASH_MAP
37872,0.789,0.291,781,HASH_MAP
21936,0.914,0.256,201,TREE_MAP
2784,0.464,0.187,22,SINGLY_LINKED_LIST
7248,0.604,0.338,78,HASH_MAP
8304,0.346,0.041,24,HASH_MAP
15888,0.662,0.325,6,SINGLY_LINKED_LIST
18864,0.393,0.34,83,TREE_MAP
816,0.136,0.326,13,SINGLY_LINKED_LIST
33168,0.691,0.019,360,HASH_MAP
2064,0.43,0.066,33,SINGLY_LINKED_LIST
336,0.056,0.054,4,SINGLY_LINKED_LIST
15024,0.626,0.214,31,SINGLY_LINKED_LIST
20112,0.838,0.016,385,TREE_MAP
32304,0.673,0.093,261,HASH_MAP
40848,0.851,0.064,81,HASH_MAP
9552,0.199,0.426,185,TREE_MAP
11664,0.486,0.439,49,SINGLY_LINKED_LIST
36816,0.767,0.09,54,HASH_MAP
47376,0.987,0.3,609,SINGLY_LINKED_LIST
3696,0.385,0.178,29,TREE_MAP
2832,0.059,0.262,22,SINGLY_LINKED_LIST
11472,0.239,0.334,85,SEQUENCE
28944,0.603,0.255,89,HASH_MAP
21936,0.914,0.164,88,TREE_MAP
35088,0.731,0.329,501,HASH_MAP
1968,0.164,0.166,18,SINGLY_LINKED_LIST
9936,0.828,0.386,126,SINGLY_LINKED_LIST
16272,0.339,0.422,266,HASH_MAP
6672,0.695,0.255,101,TREE_MAP
864,0.144,0.395,15,SINGLY_LINKED_LIST
9456,0.197,0.065,159,HASH_MAP
1632,0.272,0.425,28,SINGLY_LINKED_LIST
6096,0.254,0.075,98,HASH_MAP
22992,0.479,0.239,190,HASH_MAP
4368,0.364,0.268,87,SINGLY_LINKED_LIST
16464,0.686,0.402,164,SINGLY_LINKED_LIST
8784,0.732,0.2,91,HASH_MAP
8592,0.179,0.329,26,SINGLY_LINKED_LIST
41808,0.871,0.378,655,HASH_MAP
5184,0.864,0.07,78,HASH_MAP
17808,0.742,0.154,270,TREE_MAP
576,0.096,0.004,3,SINGLY_LINKED_LIST
36432,0.759,0.06,422,HASH_MAP
2352,0.245,0.071,47,SINGLY_LINKED_LIST
15984,0.666,0.279,33,SINGLY_LINKED_LIST
37776,0.787,0.078,568,HASH_MAP
20208,0.842,0.225,57,SINGLY_LINKED_LIST
2064,0.215,0.251,25,SEQUENCE
7248,0.604,0.041,40,SINGLY_LINKED_LIST
11664,0.486,0.45,209,SINGLY_LINKED_LIST
42096,0.877,0.278,518,TREE_MAP
2448,0.204,0.03,6,TREE_MAP
23568,0.491,0.039,171,SEQUENCE
19248,0.802,0.027,146,SEQUENCE
17904,0.373,0.417,213,SEQUENCE
1008,0.168,0.372,10,TREE_MAP
34032,0.709,0.116,487,TREE_MAP
20784,0.433,0.407,394,HASH_MAP
528,0.11,0.084,7,SINGLY_LINKED_LIST
27984,0.583,0.225,9,SINGLY_LINKED_LIST
17808,0.371,0.03,82,TREE_MAP
17808,0.371,0.134,187,SEQUENCE
27792,0.579,0.025,530,TREE_MAP
576,0.096,0.386,5,SEQUENCE
40176,0.837,0.246,134,HASH_MAP
240,0.625,0.474,3,SINGLY_LINKED_LIST
40848,0.851,0.184,220,SINGLY_LINKED_LIST
1536,0.256,0.158,13,TREE_MAP
3312,0.552,0.216,33,HASH_MAP
22512,0.469,0.452,289,HASH_MAP
528,0.22,0.092,6,SINGLY_LINKED_LIST
36432,0.759,0.136,81,HASH_MAP
1104,0.115,0.366,20,SEQUENCE
33456,0.697,0.42,483,HASH_MAP
4176,0.174,0.437,4,HASH_MAP
7344,0.153,0.109,114,SINGLY_LINKED_LIST
14256,0.297,0.039,99,SEQUENCE
24048,0.501,0.317,135,HASH_MAP
42384,0.883,0.163,605,SINGLY_LINKED_LIST
5232,0.218,0.101,73,HASH_MAP
96,0.016,0.228,2,SINGLY_LINKED_LIST
39792,0.829,0.215,183,SINGLY_LINKED_LIST
384,0.064,0.301,4,SEQUENCE
6288,0.524,0.213,49,SEQUENCE
6864,0.572,0.343,61,SEQUENCE
5904,0.246,0.41,7,SINGLY_LINKED_LIST
